objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement,top_category,sub_category
49,mukataakavrami.pdf,,Osmanlı Maliyesinde Mukataa Kavramı,Mehmet Genç Gönüllüsü,2006,Osmanlı Maliyesinde Mukataa Kavramı,Kitap Bölümü;İktisat;Maliye;Vergi;Eserleri,İstanbul,41.1292562,28.88335172,MG-49,"Mehmed Genç, Erol Özvar eds., Osmanlı Maliyesi Kurumlar ve Bütçeler-1, Osmanlı Bankası Arşiv ve Araştırma Merkezi, 57-64",Döküman,application/pdf,tr,https://www.academia.edu/7838509/Osmanlı_Maliyesi_Kurumlar_ve_Bütçeler_1_Erol_Özvar_ile_Birlikte_,,Akademik,Yazılı Eserler
53,butcelerbir.pdf,,Osmanlı Maliyesi Kurumlar ve Bütçeler-1 ,Mehmet Genç Gönüllüsü,2006,Osmanlı Maliyesi Kurumlar ve Bütçeler-1 ,Kitap;İktisat;Maliye;Kurumlar;Bütçe;Eserleri,İstanbul,41.1292562,28.88335172,MG-53,"Mehmed Genç, Erol Özvar eds.,Osmanlı Bankası Arşiv ve Araştırma Merkezi",Döküman,application/pdf,tr,,,Akademik,Yazılı Eserler
54,butceleriki.pdf,,Osmanlı Maliyesi Kurumlar ve Bütçeler-2,Mehmet Genç Gönüllüsü,2006,Osmanlı Maliyesi Kurumlar ve Bütçeler-2,Kitap;İktisat;Maliye;Kurumlar;Bütçe;Eserleri,İstanbul,41.1292562,28.88335172,MG-54,"Mehmed Genç, Erol Özvar eds.,Osmanlı Bankası Arşiv ve Araştırma Merkezi",Döküman,application/pdf,tr,,,Akademik,Yazılı Eserler
20,osmanlilar.pdf,,Osmanlılar: İktisadî ve Ticarî Yapı,Mehmet Genç Gönüllüsü,2007,Osmanlılar: İktisadî ve Ticarî Yapı,Ansiklopedi Maddesi;İktisat;Ticaret;Eserleri,İstanbul,41.1292562,28.88335172,MG-20,"TDV İslam Ansiklopedisi, 33: 525-532",Döküman,application/pdf,tr,https://islamansiklopedisi.org.tr/osmanlilar#9-iktisadi-ve-ticari-yapi-normal,,Akademik,Yazılı Eserler
103,konferans.jpg,,Osmanlı Ekonomisinde Müteşebbis,Mehmet Genç Gönüllüsü,2007,Osmanlı Ekonomisinde Müteşebbis,Konferans;İktisat;Girişimcilik;Müteşebis,Konya;İttifak Holding,37.87293443,32.49411084,MG-103,İttifak Holding,Görüntü,image/jpg,tr,https://www.ittifak.com.tr,,Akademik,Konferans ve Bildiriler
43,sosyoloji.pdf,,Tarihsel Sosyoloji Üzerine Söyleşi,Mehmet Genç Gönüllüsü,2008,Tarihsel Sosyoloji Üzerine Söyleşi,Kitap Bölümü;Tarihçilik;Tarihsel Sosyoloji;Eserleri,Ankara,39.9753847,32.75741589,MG-43,"Elizabeth Özdalga ed., Tarihsel Sosyoloji, Doğu Batı Yayınları, 63-96",Döküman,application/pdf,tr,https://www.dogubati.com,,Biyografik,Aile Arşivi
77,dilencilik.pdf,,Osmanlı Dünyasında Dilencilik,Mehmet Genç Gönüllüsü,2008,Osmanlı Dünyasında Dilencilik,Bildiri;Toplum;Dilencilik,İstanbul,41.1292562,28.88335172,MG-77,"Suvat Parin ed., Bir Kent Sorunu: Dilencilik Tebliğler Kitabı, İBB Zabıta Daire Başkanlığı, 13-15",Döküman,application/pdf,tr,https://zabita.ibb.gov.tr,,Akademik,Konferans ve Bildiriler
22,encyclopaedia.pdf,,Economy and Economic Policy,Mehmet Genç Gönüllüsü,2009,Economy and Economic Policy,Ansiklopedi Maddesi;İktisat;İktisadi Politika;Eserleri,New York,40.71973899,-73.98783181,MG-22,"Gabor Agoston and Bruce Master ed. Encyclopaedia of the Ottoman Empire, Facts on File 192-195",Döküman,application/pdf,eng,https://www.academia.edu/7915303/_Economy_and_economic_policy_in_Encyclopaedia_of_the_Ottoman_Empire,,Akademik,Yazılı Eserler
73,gungor.pdf,,Örnek Bir Aydın Olarak Erol Güngör,Mehmet Genç Gönüllüsü,2009,Örnek Bir Aydın Olarak Erol Güngör,Bildiri;Kişiler;Erol Güngör,İstanbul,41.1292562,28.88335172,MG-73,"Kültür Ocağında Bir Mütefekkir Erol Güngör, Koçav Yayınları,231-234 ",Döküman,application/pdf,tr,http://www.kocav.org.tr/page/kocav-yayincilik,,Akademik,Konferans ve Bildiriler
79,bildiri.jpg,,Devlet ve Girişimciler,Mehmet Genç Gönüllüsü,2009,Devlet ve Girişimciler,Bildiri;Ticaret;Girişimcilik;Devlet,Konya,37.89835968,32.49418867,MG-79,"Abdullah Ecevit Öksüz ed., Anadolu’da Girişimcilik Kültürü Sempozyumu Tebliğ Kitabı",Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
444,,mTteUJy8nDI,Tarihin Işığında Bir Ömür: Mehmet Genç - 1. Bölüm,Mehmet Genç Gönüllüsü,2009,Tarihin Işığında Bir Ömür: Mehmet Genç - 1. Bölüm,Belgesel;TRT,Ankara,39.9753847,32.75741589,MG-445,Yotube,Video,video/mp4,tr,https://www.youtube.com/watch?v=mTteUJy8nDI,,Görsel Arşiv,Video Kayıtları
445,,UCMGfR3qGNc,Tarihin Işığında Bir Ömür: Mehmet Genç - 2. Bölüm,Mehmet Genç Gönüllüsü,2009,Tarihin Işığında Bir Ömür: Mehmet Genç - 2. Bölüm,Belgesel;TRT,Ankara,39.9753847,32.75741589,MG-446,Yotube,Video,video/mp4,tr,https://www.youtube.com/watch?v=UCMGfR3qGNc,,Görsel Arşiv,Video Kayıtları
45,kültürler.jpg,,Klasik Osmanlı İktisadî Sisteminde İstanbul’un Yeri,Mehmet Genç Gönüllüsü,2010,Klasik Osmanlı İktisadî Sisteminde İstanbul’un Yeri,Kitap Bölümü;İktisat;İktisadi Sistem;Şehirler;İstanbul;Dönemler;Klasik;Eserleri,İstanbul,41.1292562,28.88335172,MG-45,"Kültür Başkenti İstanbul, Türk Kültürüne Hizmet Vakfı Yayınları, 224-231",Görüntü,image/jpg,tr,https://tkhv.org.tr/yayinlar/,,Akademik,Yazılı Eserler
44,deli.pdf,,Tarihimize Giydirilen Deli Gömleği: Osmanlı Tarihinde Dönemlendirme Meselesi,Mehmet Genç Gönüllüsü,2011,Tarihimize Giydirilen Deli Gömleği: Osmanlı Tarihinde Dönemlendirme Meselesi,Kitap Bölümü;Tarihçilik;Dönemlendirme;Eserleri,İstanbul,41.1292562,28.88335172,MG-44,"Mustafa Armağan ed., Osmanlı Tarihini Yeniden Yazmak Gerileme Paradigmasının Sonu, Timaş Yayınları, 319-326",Döküman,application/pdf,tr,http://www.timas.com.tr,,Akademik,Yazılı Eserler
70,deniz.pdf,,İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı?,Mehmet Genç Gönüllüsü,2011,İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı?,Bildiri;İktisat;Ticaret;Deniz Ticareti;Akdeniz;Tarihçilik;Şehirler;Mersin,Mersin;Mersin Üniversitesi,36.88131219,34.57471452,MG-70,"Fevzi Demir ed. Açılış Konuşması, Türk Deniz Ticareti Tarihi Sempozyumu III Mersin ve Doğu Akdeniz 7-8 Nisan 2011, Bildiriler Kitabı, Mersin Üniversitesi, 8-12",Döküman,application/pdf,tr,http://arkeoloji.uludag.edu.tr/documents/mustafa/deniz%20ticareti%20sempozyumu%203.pdf,,Akademik,Konferans ve Bildiriler
74,bildiri.jpg,,Ömer Lütfi Barkan,Mehmet Genç Gönüllüsü,2011,Ömer Lütfi Barkan,Bildiri;Kişiler;Ömer Lütfi Barkan,Ankara;TTK,39.93111335,32.85618695,MG-74,"Mehmet Öz ed., Cumhuriyet Döneminde Türkiye`de Tarihçilik ve Tarih Yayıncılığı Sempozyumu (Bildiriler), Türk Tarih Kurumu Yayınları, 18-20 Mart 2010",Görüntü,image/jpg,tr,https://www.ttk.gov.tr/en/,,Akademik,Konferans ve Bildiriler
216,esnaf.pdf,,Tarihimizde Ticaret Ahlakının Kurumsal Gelişimi: Osmanlı’da Esnaf Teşkilatları,Mehmet Genç Gönüllüsü,2011,Tarihimizde Ticaret Ahlakının Kurumsal Gelişimi: Osmanlı’da Esnaf Teşkilatları,Söyleşi;Ticaret;Ticaret Ahlakı;Esnaf,İstanbul,41.1292562,28.88335172,MG-216,"Kırmızı Beyaz Hayat Kültür Dergisi, 10: 7-13",Döküman,application/pdf,tr,http://www.kirmizibeyaz.com/tarihimizde-ticaret-ahlakinin-kurumsal-gelisimi-osmanlida-esnaf-teskilatlari/,,Biyografik,Aile Arşivi
417,üçusta.jpg,,"Mehmet Genç, Mehmed Niyazi, Ahmet T. Alkan, Kenan Yıldız",Berk Özkaya,2011,"Mehmet Genç, Mehmed Niyazi ve Ahmet Alkan ve Kenan Yıldız'ın İSAM'da çekilen bir fotoğrafı.",Biyografi;İSAM;Kenan Yıldız;Mehmed Niyazi;Ahmet Alkan,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,MG-417,X,Görüntü,image/jpg,tr,https://x.com/kenaniyldz/status/2014819256358048243,,Biyografik,Hayat Hikayesi
30,saray.pdf,,19. Yüzyılın Ortalarında Osmanlı Ekonomisi,Mehmet Genç Gönüllüsü,2012,19. Yüzyılın Ortalarında Osmanlı Ekonomisi,Makale;İktisat;Dönemler;Modern;Yüzyıllar;19.Yy;Eserleri,İstanbul,41.1292562,28.88335172,MG-30,"Milli Saraylar Sanat Tarih Mimarlık Dergisi, 10: 11-21",Döküman,application/pdf,tr,https://www.academia.edu/7838547/19_Yüzyıl_Ortalarında_Osmanlı_Ekonomisi,,Akademik,Yazılı Eserler
94,seminer.jpg,,Osmanlı Tarihi Seminerleri,Mehmet Genç Gönüllüsü,2012,Osmanlı Tarihi Seminerleri,Seminer;Tarihçilik,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-94,"Bilim ve Sanat Vakfı, Osmanlı Tarihi Seminerleri 6 oturum: 30 Ekim, 5, 12, 19, 26 Kasım, 3 Aralık 2012",Görüntü,image/jpg,tr,https://www.bisav.org.tr,,Akademik,Konferans ve Bildiriler
167,konferans.jpg,r2HG1PkAvm4,Mehmet Genç-Perşembe Konuşmaları,Mehmet Genç Gönüllüsü,2012,Mehmet Genç-Perşembe Konuşmaları,Konferans;Kişiler;Mehmet Genç,"İstanbul,Fatih;Tarih Vakfı",41.01907006,28.96874702,MG-167,Tarih Vakfı,Video,video/mp4,tr,https://www.youtube.com/watch?v=r2HG1PkAvm4,,Görsel Arşiv,Video Kayıtları
382,sehirdogu.jpg,,İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Fikret Yılmaz;Kahraman Şakul;17.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-382,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354432763719681,,Görsel Arşiv,Fotoğraflar
383,sehirdogu2.jpg,,İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Fikret Yılmaz;Kahraman Şakul;17.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-383,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354432763719681,,Görsel Arşiv,Fotoğraflar
388,sehirdogu7.jpg,,İstanbul Şehir Üniversitesi 17. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2012,İstanbul Şehir Üniversitesi  17. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Cemal Kafadar;Oktay Özel;Kahraman Şakul;17.Yy;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-388,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354440846155783,,Görsel Arşiv,Fotoğraflar
21,yedivahid.pdf,,Yed-i Vahid,Mehmet Genç Gönüllüsü,2013,Yed-i Vahid,Ansiklopedi Maddesi;İktisat;Maliye;Vergi;Eserleri,İstanbul,41.1292562,28.88335172,MG-21,"TDV İslam Ansiklopedisi, 43: 378-383",Döküman,application/pdf,tr,https://islamansiklopedisi.org.tr/yed-i-vahid,,Akademik,Yazılı Eserler
55,ceviri.pdf,,"Ahmed Djevad, Yabancılara Göre Eski Türkler",Mehmet Genç Gönüllüsü,2013,"Ahmed Djevad, Yabancılara Göre Eski Türkler",Çeviri;Toplum;Türkler;Yabancılar;Kişiler;Ahmed Djevad;Eserleri,İstanbul,41.1292562,28.88335172,MG-55,Kitabevi Yayınları,Döküman,application/pdf,tr,https://www.kitabeviyayinlari.com,,Akademik,Yazılı Eserler
72,itri.pdf,,Osmanlı’da 17. Yüzyılın Sosyal ve Siyasal Yapısında Değişmeler,Mehmet Genç Gönüllüsü,2013,Osmanlı’da 17. Yüzyılın Sosyal ve Siyasal Yapısında Değişmeler,Bildiri;Toplum;Devlet;Yüzyıllar;17.Yy,İstanbul,41.1292562,28.88335172,MG-72,"Itri ve Dönemine Disiplinlerarası Bakışlar, İKSV ve OMAR, 13-18",Döküman,application/pdf,tr,https://www.academia.edu/7838793/Osmanlıda_17_yüzyılın_Sosyal_ve_Siyasal_Yapısında_Değişmeler,,Akademik,Konferans ve Bildiriler
95,seminer.jpg,,Osmanlı Tarihi Seminerleri,Mehmet Genç Gönüllüsü,2013,Osmanlı Tarihi Seminerleri,Seminer;Tarihçilik,"İstanbul,Fatih;Bilim ve Sanat Vakfı",41.01677546,28.95987789,MG-95,"Bilim ve Sanat Vakfı, Osmanlı Tarihi Seminerleri 6 oturum: 3, 10, 17, 24, 31 Mart, 6 Nisan 2013",Görüntü,image/jpg,tr,https://www.bisav.org.tr,,Akademik,Konferans ve Bildiriler
177,konferans.jpg,,Osmanlı’da Sosyal Adalet,Mehmet Genç Gönüllüsü,2013,Osmanlı’da Sosyal Adalet,Konferans;Devlet;Yönetim;Sosyal Adalet,"Kocaeli,İzmit;İzmit Belediyesi",40.76483666,29.92988385,MG-177,İzmit Belediyesi,Görüntü,image/jpg,tr,https://www.izmit.bel.tr,,Akademik,Konferans ve Bildiriler
212,röportaj.jpg,,Röportaj,Mehmet Genç Gönüllüsü,2013,Röportaj,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-212,Derin Tarih,Görüntü,image/jpg,tr,https://www.derintarih.com,,Akademik,Röportaj ve Söyleşiler
219,söyleşi.jpg,,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Mehmet Genç Gönüllüsü,2013,"Osmanlı İktisadi Kurumları: Vakıflar ve Para Vakıfları, Vergi Sistemi ve Dış Ticaret",Söyleşi;Kişiler;Mehmet Genç;İktisat;Kurumlar;Maliye;Vergi;Ticaret;İhracat;Toplum;Vakıflar;Para Vakfı,"İstanbul,Mecidiyeköy;İstanbul Bilimler Akademisi Vakfı",41.06736567,28.9999182,MG-219,"İstanbul Bilimler Akademisi Vakfı, Murat Çizakça ile birlikte, Bab-ı Tarih Sohbetleri",Görüntü,image/jpg,tr,http://www.ibav.org,,Biyografik,Aile Arşivi
257,,P-5ZYyauYWc,Türk Tarih Kurumu Sosyal Bilimler Seminerleri - Osmanlı İktisat Tarihi ve Kurumları Üzerine,Mehmet Genç Gönüllüsü,2013,Türk Tarih Kurumu Sosyal Bilimler Seminerleri - Osmanlı İktisat Tarihi ve Kurumları Üzerine,Konferans;Tarihçilik;İktisat Tarihçiliği;İktisat;Kurumlar,İstanbul,41.1292562,28.88335172,MG-257,Akademik Çalışmalar Youtube Kanalı ,Video,video/mp4,tr,https://www.youtube.com/watch?v=P-5ZYyauYWc,,Görsel Arşiv,Video Kayıtları
333,dortsima.jpg,,Mehmet Genç'in Osmanlı Klasik Sistemini Algılayışı,Mehmet Genç Gönüllüsü,2013,Mehmet Genç'in Osmanlı Klasik Sistemini Algılayışı,Kitap Bölümü;Biyografi;Kişiler;Edhem Eldem,İstanbul,41.1292562,28.88335172,MG-333,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 173-184. ",Görüntü,image/jpg,tr,,,Akademik,Yazılı Eserler
334,dortsima.jpg,,Mehmet Genç: Belgeden Modele Uzanan Bir Portre,Mehmet Genç Gönüllüsü,2013,Erol Özvar tarafından yazılan kitap bölümü. Bu yazı Doğu Batı Dergisi'nin 12. sayısında (2000) da yayınlanmıştır. ,Kitap Bölümü;Biyografi;Kişiler;Erol Özvar,İstanbul,41.1292562,28.88335172,MG-334,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 233-248.",Görüntü,image/jpg,tr,,,Akademik,Yazılı Eserler
335,dortsima.jpg,,"Mehmet Genç, İktisat Tarihçisi",Mehmet Genç Gönüllüsü,2013,"Mehmet Genç, İktisat Tarihçisi",Kitap Bölümü;Biyografi;Kişiler;Ariel Salzmann,İstanbul,41.1292562,28.88335172,MG-335,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 195-212",Görüntü,image/jpg,tr,,,Akademik,Yazılı Eserler
336,dortsima.jpg,,Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı'nın Ruhu,Mehmet Genç Gönüllüsü,2013,Bir Entelektüel Olarak Mehmet Genç: Milli Tarih Şuuru Oluşturmak ya da Türk-İslam Ahlâkı ve Osmanlı'nın Ruhu,Kitap Bölümü;Biyografi;Kişiler;Abdullah Mesud Küçükkalay,İstanbul,41.1292562,28.88335172,MG-336,"Türk Tarihçiliğinde Dört Sima, Timaş Yayınları, 213-248.",Görüntü,image/jpg,tr,,,Akademik,Yazılı Eserler
378,sakul11.jpg,,Mehmet Genç ile Hülya Canbakal,Mehmet Genç Gönüllüsü,2013,Mehmet Genç ile Hülya Canbakal,Kişiler;Hülya Canbakal;Kahraman Şakul,Ankara;ODTÜ,39.88948771,32.77993251,MG-378,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354487075778560,,Görsel Arşiv,Fotoğraflar
379,sakul12.jpg,,Mehmet Genç meslekdaşlarıyla,Mehmet Genç Gönüllüsü,2013,Mehmet Genç meslekdaşlarıyla,Kişiler;Hülya Canbakal;Kahraman Şakul;Erol Özvar;Rhoads Murphey,Ankara;ODTÜ,39.88948771,32.77993251,MG-379,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354487075778560,,Görsel Arşiv,Fotoğraflar
380,sakul13.jpg,,Mehmet Genç ile Mehmet Öz,Mehmet Genç Gönüllüsü,2013,Mehmet Genç ile Mehmet Öz,Kişiler;Mehmet Öz;Kahraman Şakul,Ankara;ODTÜ,39.88948771,32.77993251,MG-380,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354495082704897,,Görsel Arşiv,Fotoğraflar
381,odtu.jpg,,ODTÜ Osmanlı Ekonomi Tarihi Çalıştayı,Mehmet Genç Gönüllüsü,2013,ODTÜ Osmanlı Ekonomi Tarihi Çalıştayı,Çalıştay;Kişiler;Erol Özvar;Emrah Sefa Gürkan;Polat Safi;Kahraman Şakul;Fikret Yılmaz;ODTÜ,Ankara;ODTÜ,39.88948771,32.77993251,MG-381,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354478611668998,,Görsel Arşiv,Fotoğraflar
384,sehirdogu3.jpg,,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Nuran Tezcan;Engin Deniz Akarlı;Suraiya Faroqhi;Kahraman Şakul;18.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-384,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,Görsel Arşiv,Fotoğraflar
385,sehirdogu4.jpg,,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Engin Deniz Akarlı;Berat Açıl;Kahraman Şakul;18.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-385,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,Görsel Arşiv,Fotoğraflar
386,sehirdogu5.jpg,,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2013,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Özer Ergenç;Nuran Tezcan;18.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-386,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354457422004235,,Görsel Arşiv,Fotoğraflar
387,sehirdogu6.jpg,,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2013,İstanbul Şehir Üniversitesi  18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Hatice Aynur;Yunus Uğur;Yavuz Sezer;Suraiya Faroqhi;Kahraman Şakul;18.Yy;İstanbul Şehir Üniversitesi ,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-387,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354466641084424,,Görsel Arşiv,Fotoğraflar
389,sehirdogu8.jpg,,İstanbul Şehir Üniversitesi 18. yüzyılda Osmanlı Çalıştayı,Mehmet Genç Gönüllüsü,2013,İstanbul Şehir Üniversitesi  18. yüzyılda Osmanlı Çalıştayı,Çalıştay;Kişiler;Kahraman Şakul;İsmail Hakkı Kadı;Hacer Topaktaş;18.Yy;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi ",41.0256245,29.04504996,MG-389,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354448681119745,,Görsel Arşiv,Fotoğraflar
390,,BIZ1PrZwqpk,TVNET Makam Arabası Programı,Mehmet Genç Gönüllüsü,2013,TVNET Makam Arabası Programı,TV Programı;Kişiler;İbrahim Paşalı,İstanbul ,41.1292562,28.88335172,MG-390,TVNET,Video,video/mp4,,https://www.youtube.com/watch?v=BIZ1PrZwqpk&t=9s,,Görsel Arşiv,Video Kayıtları
24,modern.pdf,,Modern İktisadi Büyüme Karşısında Osmanlı Sistemi ve Ekonomisi,Mehmet Genç Gönüllüsü,2014,Modern İktisadi Büyüme Karşısında Osmanlı Sistemi ve Ekonomisi,Makale;İktisat;Dönemler;Modern;Eserleri,İstanbul,41.1292562,28.88335172,MG-24,"Türkiye Günlüğü, 119: 5-15",Döküman,application/pdf,tr,https://www.academia.edu/12094195/Modern_İktisadi_Büyüme_Karşısında_Osmanlı_Sistemi_ve_Ekonomisi,,Akademik,Yazılı Eserler
25,vakif.pdf,,Klasik Osmanlı Sosyal-İktisadî Sistemi ve Vakıflar,Mehmet Genç Gönüllüsü,2014,Klasik Osmanlı Sosyal-İktisadî Sistemi ve Vakıflar,Makale;İktisat;İktisadi Sistem;Toplum;Vakıflar;Dönemler;Klasik;Eserleri,İstanbul,41.1292562,28.88335172,MG-25,"Vakıflar Dergisi, 42: 9-18",Döküman,application/pdf,tr,https://www.academia.edu/12094170/Klasik_Osmanlı_Sosyal_İktisadi_Sistemi_ve_Vakıflar,,Akademik,Yazılı Eserler
60,cevre.pdf,,Osmanlı İmparatorluğunda Çevre ve Şehir,Mehmet Genç Gönüllüsü,2015,Osmanlı İmparatorluğunda Çevre ve Şehir,Proje;Şehircilik;Eserleri,"Ankara,Çankaya;Çevre ve Şehircilik Bakanlığı",39.92579047,32.85605541,MG-60,"Fehmi Yılmaz Proje Yürütücüsü, Mehmet Genç Proje Baş Dnaışmanı, T.C. Çevre ve Şehircilik Bakanlığı",Döküman,application/pdf,tr,http://ktp2.isam.org.tr/detayzt.php?navdil=tr&idno=350865&wYazarlar=Mehmet+Genç,,Akademik,Yazılı Eserler
221,söyleşi.jpg,,Mehmet Genç İle Söyleşi,Mehmet Genç Gönüllüsü,2015,Mehmet Genç İle Söyleşi,Söyleşi;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-221,Sabah Ülkesi: Kültür-sanat ve Felsefe Dergisi,Görüntü,image/jpg,tr,https://www.sabahulkesi.com/2015/08/06/mehmet-genç-ile-söyleşi/,,Biyografik,Aile Arşivi
268,anadolu2.jpg,,TÜBA 2015 Ödül Töreni,Mehmet Genç Gönüllüsü,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,MG-268,Anadolu Ajansı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
269,tuba2015.jpg,,TÜBA 2015 Ödül Töreni,Mehmet Genç Gönüllüsü,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,MG-269,Anonim,Görüntü,image/jpg,tr,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,,Görsel Arşiv,Fotoğraflar
270,tubaodul.jpg,,TÜBA 2015 Ödül Töreni,Mehmet Genç Gönüllüsü,2015,TÜBA 2015 Ödül Töreni,Ödül Töreni;Recep Tayyip Erdoğan,Ankara,39.9753847,32.75741589,MG-270,Anonim,Görüntü,image/jpg,tr,http://turknews.ca/toronto-universitesine-turkiyeden-bilim-odulu-,,Görsel Arşiv,Fotoğraflar
279,yedikıta.jpg,,Yedikıta Dergisi Röportaj,Mehmet Genç Gönüllüsü,2015,Yedikıta Dergisi Röportaj,Röportaj,İstanbul,41.1292562,28.88335172,MG-279,Yedi Kıta Dergisi,Görüntü,image/jpg,tr,https://yedikita.com.tr/hakikati-arayan-insanlara-cok-ihtiyac-var/,,Akademik,Röportaj ve Söyleşiler
330,kucukali.pdf,,"Kitap Değerlendirmesi, Murathan Küçükali",Mehmet Genç Gönüllüsü,2015,Osmanlı İmparatorluğu’nda Devlet ve Ekonomi isimli kitap hakkında Murathan Küçükali'nin değerlendirmesi,Kitap Değerlendirmesi;Murathan Küçükali,İstanbul,41.1292562,28.88335172,MG-330,Ötüken,Döküman,application/pdf,tr,https://www.otuken.com.tr/,,Akademik,Yazılı Eserler
